Date,Time,Source IP Address,Destination IP Address,Source Port,Destination Port
29-Jan,05:17:01,192.168.17.24,192.168.9.51,138,138
29-Jan,05:17:01,192.168.17.24,192.168.10.60,138,138
29-Jan,05:17:01,192.168.17.24,192.168.9.51,138,138
29-Jan,05:17:01,192.168.17.24,192.168.10.60,138,138
29-Jan,05:20:00,192.168.17.24,192.168.9.51,138,138
29-Jan,05:20:00,192.168.17.24,192.168.10.60,138,138
29-Jan,05:20:00,192.168.17.24,192.168.9.51,138,138
29-Jan,05:20:00,192.168.17.24,192.168.10.60,138,138
29-Jan,05:22:57,192.168.17.24,192.168.9.51,138,138
29-Jan,05:22:57,192.168.17.24,192.168.10.60,138,138
29-Jan,05:22:57,192.168.17.24,192.168.9.51,138,138
29-Jan,05:22:57,192.168.17.24,192.168.10.60,138,138
29-Jan,05:25:57,192.168.17.24,192.168.9.51,138,138
29-Jan,05:25:57,192.168.17.24,192.168.10.60,138,138
29-Jan,05:25:57,192.168.17.24,192.168.9.51,138,138
29-Jan,05:25:57,192.168.17.24,192.168.10.60,138,138
29-Jan,05:29:15,192.168.17.24,192.168.9.51,138,138
29-Jan,05:29:15,192.168.17.24,192.168.10.60,138,138
29-Jan,05:29:15,192.168.17.24,192.168.9.51,138,138
29-Jan,05:29:15,192.168.17.24,192.168.10.60,138,138
29-Jan,05:32:14,192.168.17.24,192.168.9.51,138,138
29-Jan,05:32:14,192.168.17.24,192.168.10.60,138,138
29-Jan,05:32:14,192.168.17.24,192.168.9.51,138,138
29-Jan,05:32:14,192.168.17.24,192.168.10.60,138,138
29-Jan,05:35:15,192.168.17.24,192.168.9.51,138,138
29-Jan,05:35:15,192.168.17.24,192.168.10.60,138,138
29-Jan,05:35:15,192.168.17.24,192.168.9.51,138,138
29-Jan,05:35:15,192.168.17.24,192.168.10.60,138,138
29-Jan,05:38:24,192.168.17.24,192.168.9.51,138,138
29-Jan,05:38:24,192.168.17.24,192.168.10.60,138,138
29-Jan,05:38:24,192.168.17.24,192.168.9.51,138,138
29-Jan,05:38:24,192.168.17.24,192.168.10.60,138,138
29-Jan,05:41:23,192.168.17.24,192.168.9.51,138,138
29-Jan,05:41:23,192.168.17.24,192.168.10.60,138,138
29-Jan,05:41:23,192.168.17.24,192.168.9.51,138,138
29-Jan,05:41:23,192.168.17.24,192.168.10.60,138,138
29-Jan,05:44:28,192.168.17.24,192.168.9.51,138,138
29-Jan,05:44:28,192.168.17.24,192.168.10.60,138,138
29-Jan,05:44:28,192.168.17.24,192.168.9.51,138,138
29-Jan,05:44:28,192.168.17.24,192.168.10.60,138,138
29-Jan,05:47:23,192.168.17.24,192.168.9.51,138,138
29-Jan,05:47:23,192.168.17.24,192.168.10.60,138,138
29-Jan,05:47:23,192.168.17.24,192.168.9.51,138,138
29-Jan,05:47:23,192.168.17.24,192.168.10.60,138,138
29-Jan,05:50:24,192.168.17.24,192.168.9.51,138,138
29-Jan,05:50:24,192.168.17.24,192.168.10.60,138,138
29-Jan,05:50:24,192.168.17.24,192.168.9.51,138,138
29-Jan,05:50:24,192.168.17.24,192.168.10.60,138,138
29-Jan,05:53:33,192.168.17.24,192.168.9.51,138,138
29-Jan,05:53:33,192.168.17.24,192.168.10.60,138,138
29-Jan,05:53:33,192.168.17.24,192.168.9.51,138,138
29-Jan,05:53:33,192.168.17.24,192.168.10.60,138,138
29-Jan,05:56:37,192.168.17.24,192.168.9.51,138,138
29-Jan,05:56:37,192.168.17.24,192.168.10.60,138,138
29-Jan,05:56:37,192.168.17.24,192.168.9.51,138,138
29-Jan,05:56:37,192.168.17.24,192.168.10.60,138,138
29-Jan,05:59:28,192.168.17.24,192.168.9.51,138,138
29-Jan,05:59:28,192.168.17.24,192.168.10.60,138,138
29-Jan,05:59:28,192.168.17.24,192.168.9.51,138,138
29-Jan,05:59:28,192.168.17.24,192.168.10.60,138,138
29-Jan,06:02:32,192.168.17.24,192.168.9.51,138,138
29-Jan,06:02:32,192.168.17.24,192.168.10.60,138,138
29-Jan,06:02:32,192.168.17.24,192.168.9.51,138,138
29-Jan,06:02:32,192.168.17.24,192.168.10.60,138,138
29-Jan,06:05:27,192.168.17.24,192.168.9.51,138,138
29-Jan,06:05:27,192.168.17.24,192.168.10.60,138,138
29-Jan,06:05:27,192.168.17.24,192.168.9.51,138,138
29-Jan,06:05:27,192.168.17.24,192.168.10.60,138,138
29-Jan,06:08:28,192.168.17.24,192.168.9.51,138,138
29-Jan,06:08:28,192.168.17.24,192.168.10.60,138,138
29-Jan,06:08:28,192.168.17.24,192.168.9.51,138,138
29-Jan,06:08:28,192.168.17.24,192.168.10.60,138,138
29-Jan,06:11:41,192.168.17.24,192.168.9.51,138,138
29-Jan,06:11:41,192.168.17.24,192.168.10.60,138,138
29-Jan,06:11:41,192.168.17.24,192.168.9.51,138,138
29-Jan,06:11:41,192.168.17.24,192.168.10.60,138,138
29-Jan,06:14:41,192.168.17.24,192.168.9.51,138,138
29-Jan,06:14:41,192.168.17.24,192.168.10.60,138,138
29-Jan,06:14:41,192.168.17.24,192.168.9.51,138,138
29-Jan,06:14:41,192.168.17.24,192.168.10.60,138,138
29-Jan,06:17:40,192.168.17.24,192.168.9.51,138,138
29-Jan,06:17:40,192.168.17.24,192.168.10.60,138,138
29-Jan,06:17:40,192.168.17.24,192.168.9.51,138,138
29-Jan,06:17:40,192.168.17.24,192.168.10.60,138,138
29-Jan,06:20:42,192.168.17.24,192.168.9.51,138,138
29-Jan,06:20:42,192.168.17.24,192.168.10.60,138,138
29-Jan,06:20:42,192.168.17.24,192.168.9.51,138,138
29-Jan,06:20:42,192.168.17.24,192.168.10.60,138,138
29-Jan,06:23:51,192.168.17.24,192.168.9.51,138,138
29-Jan,06:23:51,192.168.17.24,192.168.10.60,138,138
29-Jan,06:23:51,192.168.17.24,192.168.9.51,138,138
29-Jan,06:23:51,192.168.17.24,192.168.10.60,138,138
29-Jan,06:26:55,192.168.17.24,192.168.9.51,138,138
29-Jan,06:26:55,192.168.17.24,192.168.10.60,138,138
29-Jan,06:26:55,192.168.17.24,192.168.9.51,138,138
29-Jan,06:26:55,192.168.17.24,192.168.10.60,138,138
29-Jan,06:29:54,192.168.17.24,192.168.9.51,138,138
29-Jan,06:29:54,192.168.17.24,192.168.10.60,138,138
29-Jan,06:29:54,192.168.17.24,192.168.9.51,138,138
29-Jan,06:29:54,192.168.17.24,192.168.10.60,138,138
29-Jan,06:32:49,192.168.17.24,192.168.9.51,138,138
29-Jan,06:32:49,192.168.17.24,192.168.10.60,138,138
29-Jan,06:32:49,192.168.17.24,192.168.9.51,138,138
29-Jan,06:32:49,192.168.17.24,192.168.10.60,138,138
29-Jan,06:35:50,192.168.17.24,192.168.9.51,138,138
29-Jan,06:35:50,192.168.17.24,192.168.10.60,138,138
29-Jan,06:35:50,192.168.17.24,192.168.9.51,138,138
29-Jan,06:35:50,192.168.17.24,192.168.10.60,138,138
29-Jan,06:38:58,192.168.17.24,192.168.9.51,138,138
29-Jan,06:38:58,192.168.17.24,192.168.10.60,138,138
29-Jan,06:38:58,192.168.17.24,192.168.9.51,138,138
29-Jan,06:38:58,192.168.17.24,192.168.10.60,138,138
29-Jan,06:41:57,192.168.17.24,192.168.9.51,138,138
29-Jan,06:41:57,192.168.17.24,192.168.10.60,138,138
29-Jan,06:41:57,192.168.17.24,192.168.9.51,138,138
29-Jan,06:41:57,192.168.17.24,192.168.10.60,138,138
29-Jan,06:45:03,192.168.17.24,192.168.9.51,138,138
29-Jan,06:45:03,192.168.17.24,192.168.10.60,138,138
29-Jan,06:45:03,192.168.17.24,192.168.9.51,138,138
29-Jan,06:45:03,192.168.17.24,192.168.10.60,138,138
29-Jan,06:47:58,192.168.17.24,192.168.9.51,138,138
29-Jan,06:47:58,192.168.17.24,192.168.10.60,138,138
29-Jan,06:47:58,192.168.17.24,192.168.9.51,138,138
29-Jan,06:47:58,192.168.17.24,192.168.10.60,138,138
29-Jan,06:50:59,192.168.17.24,192.168.9.51,138,138
29-Jan,06:50:59,192.168.17.24,192.168.10.60,138,138
29-Jan,06:50:59,192.168.17.24,192.168.9.51,138,138
29-Jan,06:50:59,192.168.17.24,192.168.10.60,138,138
29-Jan,06:54:17,192.168.17.24,192.168.9.51,138,138
29-Jan,06:54:17,192.168.17.24,192.168.10.60,138,138
29-Jan,06:54:17,192.168.17.24,192.168.9.51,138,138
29-Jan,06:54:17,192.168.17.24,192.168.10.60,138,138
29-Jan,06:57:17,192.168.17.24,192.168.9.51,138,138
29-Jan,06:57:17,192.168.17.24,192.168.10.60,138,138
29-Jan,06:57:17,192.168.17.24,192.168.9.51,138,138
29-Jan,06:57:17,192.168.17.24,192.168.10.60,138,138
29-Jan,07:00:12,192.168.17.24,192.168.9.51,138,138
29-Jan,07:00:12,192.168.17.24,192.168.10.60,138,138
29-Jan,07:00:12,192.168.17.24,192.168.9.51,138,138
29-Jan,07:00:12,192.168.17.24,192.168.10.60,138,138
29-Jan,07:03:13,192.168.17.24,192.168.9.51,138,138
29-Jan,07:03:13,192.168.17.24,192.168.10.60,138,138
29-Jan,07:03:13,192.168.17.24,192.168.9.51,138,138
29-Jan,07:03:13,192.168.17.24,192.168.10.60,138,138
29-Jan,07:06:25,192.168.17.24,192.168.9.51,138,138
29-Jan,07:06:25,192.168.17.24,192.168.10.60,138,138
29-Jan,07:06:25,192.168.17.24,192.168.9.51,138,138
29-Jan,07:06:25,192.168.17.24,192.168.10.60,138,138
29-Jan,07:09:31,192.168.17.24,192.168.9.51,138,138
29-Jan,07:09:31,192.168.17.24,192.168.10.60,138,138
29-Jan,07:09:31,192.168.17.24,192.168.9.51,138,138
29-Jan,07:09:31,192.168.17.24,192.168.10.60,138,138
29-Jan,07:12:26,192.168.17.24,192.168.9.51,138,138
29-Jan,07:12:26,192.168.17.24,192.168.10.60,138,138
29-Jan,07:12:26,192.168.17.24,192.168.9.51,138,138
29-Jan,07:12:26,192.168.17.24,192.168.10.60,138,138
29-Jan,07:15:27,192.168.17.24,192.168.9.51,138,138
29-Jan,07:15:27,192.168.17.24,192.168.10.60,138,138
29-Jan,07:15:27,192.168.17.24,192.168.9.51,138,138
29-Jan,07:15:27,192.168.17.24,192.168.10.60,138,138
29-Jan,07:18:41,192.168.17.24,192.168.9.51,138,138
29-Jan,07:18:41,192.168.17.24,192.168.10.60,138,138
29-Jan,07:18:41,192.168.17.24,192.168.9.51,138,138
29-Jan,07:18:41,192.168.17.24,192.168.10.60,138,138
29-Jan,07:21:45,192.168.17.24,192.168.9.51,138,138
29-Jan,07:21:45,192.168.17.24,192.168.10.60,138,138
29-Jan,07:21:45,192.168.17.24,192.168.9.51,138,138
29-Jan,07:21:45,192.168.17.24,192.168.10.60,138,138
29-Jan,07:24:45,192.168.17.24,192.168.9.51,138,138
29-Jan,07:24:45,192.168.17.24,192.168.10.60,138,138
29-Jan,07:24:45,192.168.17.24,192.168.9.51,138,138
29-Jan,07:24:45,192.168.17.24,192.168.10.60,138,138
29-Jan,07:27:54,192.168.17.24,192.168.9.51,138,138
29-Jan,07:27:54,192.168.17.24,192.168.10.60,138,138
29-Jan,07:27:54,192.168.17.24,192.168.9.51,138,138
29-Jan,07:27:54,192.168.17.24,192.168.10.60,138,138
29-Jan,07:30:59,192.168.17.24,192.168.9.51,138,138
29-Jan,07:30:59,192.168.17.24,192.168.10.60,138,138
29-Jan,07:30:59,192.168.17.24,192.168.9.51,138,138
29-Jan,07:30:59,192.168.17.24,192.168.10.60,138,138
29-Jan,07:33:59,192.168.17.24,192.168.9.51,138,138
29-Jan,07:33:59,192.168.17.24,192.168.10.60,138,138
29-Jan,07:33:59,192.168.17.24,192.168.9.51,138,138
29-Jan,07:33:59,192.168.17.24,192.168.10.60,138,138
29-Jan,07:36:55,192.168.17.24,192.168.9.51,138,138
29-Jan,07:36:55,192.168.17.24,192.168.10.60,138,138
29-Jan,07:36:55,192.168.17.24,192.168.9.51,138,138
29-Jan,07:36:55,192.168.17.24,192.168.10.60,138,138
29-Jan,07:39:55,192.168.17.24,192.168.9.51,138,138
29-Jan,07:39:55,192.168.17.24,192.168.10.60,138,138
29-Jan,07:39:55,192.168.17.24,192.168.9.51,138,138
29-Jan,07:39:55,192.168.17.24,192.168.10.60,138,138
29-Jan,07:43:07,192.168.17.24,192.168.9.51,138,138
29-Jan,07:43:07,192.168.17.24,192.168.10.60,138,138
29-Jan,07:43:07,192.168.17.24,192.168.9.51,138,138
29-Jan,07:43:07,192.168.17.24,192.168.10.60,138,138
29-Jan,07:46:12,192.168.17.24,192.168.9.51,138,138
29-Jan,07:46:12,192.168.17.24,192.168.10.60,138,138
29-Jan,07:46:12,192.168.17.24,192.168.9.51,138,138
29-Jan,07:46:12,192.168.17.24,192.168.10.60,138,138
29-Jan,07:49:09,192.168.17.24,192.168.9.51,138,138
29-Jan,07:49:09,192.168.17.24,192.168.10.60,138,138
29-Jan,07:49:09,192.168.17.24,192.168.9.51,138,138
29-Jan,07:49:09,192.168.17.24,192.168.10.60,138,138
29-Jan,07:52:09,192.168.17.24,192.168.9.51,138,138
29-Jan,07:52:09,192.168.17.24,192.168.10.60,138,138
29-Jan,07:52:09,192.168.17.24,192.168.9.51,138,138
29-Jan,07:52:09,192.168.17.24,192.168.10.60,138,138
29-Jan,07:55:27,192.168.17.24,192.168.9.51,138,138
29-Jan,07:55:27,192.168.17.24,192.168.10.60,138,138
29-Jan,07:55:27,192.168.17.24,192.168.9.51,138,138
29-Jan,07:55:27,192.168.17.24,192.168.10.60,138,138
29-Jan,07:58:26,192.168.17.24,192.168.9.51,138,138
29-Jan,07:58:26,192.168.17.24,192.168.10.60,138,138
29-Jan,07:58:26,192.168.17.24,192.168.9.51,138,138
29-Jan,07:58:26,192.168.17.24,192.168.10.60,138,138
29-Jan,08:01:23,192.168.17.24,192.168.9.51,138,138
29-Jan,08:01:23,192.168.17.24,192.168.10.60,138,138
29-Jan,08:01:23,192.168.17.24,192.168.9.51,138,138
29-Jan,08:01:23,192.168.17.24,192.168.10.60,138,138
29-Jan,08:04:23,192.168.17.24,192.168.9.51,138,138
29-Jan,08:04:23,192.168.17.24,192.168.10.60,138,138
29-Jan,08:04:23,192.168.17.24,192.168.9.51,138,138
29-Jan,08:04:23,192.168.17.24,192.168.10.60,138,138
29-Jan,08:07:25,192.168.17.24,192.168.9.51,138,138
29-Jan,08:07:25,192.168.17.24,192.168.10.60,138,138
29-Jan,08:07:25,192.168.17.24,192.168.9.51,138,138
29-Jan,08:07:25,192.168.17.24,192.168.10.60,138,138
29-Jan,08:10:35,192.168.17.24,192.168.9.51,138,138
29-Jan,08:10:35,192.168.17.24,192.168.10.60,138,138
29-Jan,08:10:35,192.168.17.24,192.168.9.51,138,138
29-Jan,08:10:35,192.168.17.24,192.168.10.60,138,138
29-Jan,08:13:35,192.168.17.24,192.168.9.51,138,138
29-Jan,08:13:35,192.168.17.24,192.168.10.60,138,138
29-Jan,08:13:35,192.168.17.24,192.168.9.51,138,138
29-Jan,08:13:35,192.168.17.24,192.168.10.60,138,138
29-Jan,08:16:30,192.168.17.24,192.168.9.51,138,138
29-Jan,08:16:30,192.168.17.24,192.168.10.60,138,138
29-Jan,08:16:30,192.168.17.24,192.168.9.51,138,138
29-Jan,08:16:30,192.168.17.24,192.168.10.60,138,138
29-Jan,08:19:31,192.168.17.24,192.168.9.51,138,138
29-Jan,08:19:31,192.168.17.24,192.168.10.60,138,138
29-Jan,08:19:31,192.168.17.24,192.168.9.51,138,138
29-Jan,08:19:31,192.168.17.24,192.168.10.60,138,138
29-Jan,08:22:41,192.168.17.24,192.168.9.51,138,138
29-Jan,08:22:41,192.168.17.24,192.168.10.60,138,138
29-Jan,08:22:41,192.168.17.24,192.168.9.51,138,138
29-Jan,08:22:41,192.168.17.24,192.168.10.60,138,138
29-Jan,08:25:49,192.168.17.24,192.168.9.51,138,138
29-Jan,08:25:49,192.168.17.24,192.168.10.60,138,138
29-Jan,08:25:49,192.168.17.24,192.168.9.51,138,138
29-Jan,08:25:49,192.168.17.24,192.168.10.60,138,138
29-Jan,08:28:44,192.168.17.24,192.168.9.51,138,138
29-Jan,08:28:44,192.168.17.24,192.168.10.60,138,138
29-Jan,08:28:44,192.168.17.24,192.168.9.51,138,138
29-Jan,08:28:44,192.168.17.24,192.168.10.60,138,138
29-Jan,08:31:45,192.168.17.24,192.168.9.51,138,138
29-Jan,08:31:45,192.168.17.24,192.168.10.60,138,138
29-Jan,08:31:45,192.168.17.24,192.168.9.51,138,138
29-Jan,08:31:45,192.168.17.24,192.168.10.60,138,138
29-Jan,08:34:57,192.168.17.24,192.168.9.51,138,138
29-Jan,08:34:57,192.168.17.24,192.168.10.60,138,138
29-Jan,08:34:57,192.168.17.24,192.168.9.51,138,138
29-Jan,08:34:57,192.168.17.24,192.168.10.60,138,138
29-Jan,08:38:03,192.168.17.24,192.168.9.51,138,138
29-Jan,08:38:03,192.168.17.24,192.168.10.60,138,138
29-Jan,08:38:03,192.168.17.24,192.168.9.51,138,138
29-Jan,08:38:03,192.168.17.24,192.168.10.60,138,138
29-Jan,08:40:58,192.168.17.24,192.168.9.51,138,138
29-Jan,08:40:58,192.168.17.24,192.168.10.60,138,138
29-Jan,08:40:58,192.168.17.24,192.168.9.51,138,138
29-Jan,08:40:58,192.168.17.24,192.168.10.60,138,138
29-Jan,08:43:59,192.168.17.24,192.168.9.51,138,138
29-Jan,08:43:59,192.168.17.24,192.168.10.60,138,138
29-Jan,08:43:59,192.168.17.24,192.168.9.51,138,138
29-Jan,08:43:59,192.168.17.24,192.168.10.60,138,138
29-Jan,08:47:17,192.168.17.24,192.168.9.51,138,138
29-Jan,08:47:17,192.168.17.24,192.168.10.60,138,138
29-Jan,08:47:17,192.168.17.24,192.168.9.51,138,138
29-Jan,08:47:17,192.168.17.24,192.168.10.60,138,138
29-Jan,08:50:17,192.168.17.24,192.168.9.51,138,138
29-Jan,08:50:17,192.168.17.24,192.168.10.60,138,138
29-Jan,08:50:17,192.168.17.24,192.168.9.51,138,138
29-Jan,08:50:17,192.168.17.24,192.168.10.60,138,138
29-Jan,08:53:16,192.168.17.24,192.168.9.51,138,138
29-Jan,08:53:16,192.168.17.24,192.168.10.60,138,138
29-Jan,08:53:16,192.168.17.24,192.168.9.51,138,138
29-Jan,08:53:16,192.168.17.24,192.168.10.60,138,138
29-Jan,08:56:26,192.168.17.24,192.168.9.51,138,138
29-Jan,08:56:26,192.168.17.24,192.168.10.60,138,138
29-Jan,08:56:26,192.168.17.24,192.168.9.51,138,138
29-Jan,08:56:26,192.168.17.24,192.168.10.60,138,138
29-Jan,08:59:31,192.168.17.24,192.168.9.51,138,138
29-Jan,08:59:31,192.168.17.24,192.168.10.60,138,138
29-Jan,08:59:31,192.168.17.24,192.168.9.51,138,138
29-Jan,08:59:31,192.168.17.24,192.168.10.60,138,138
29-Jan,09:02:30,192.168.17.24,192.168.9.51,138,138
29-Jan,09:02:30,192.168.17.24,192.168.10.60,138,138
29-Jan,09:02:30,192.168.17.24,192.168.9.51,138,138
29-Jan,09:02:30,192.168.17.24,192.168.10.60,138,138
29-Jan,09:05:27,192.168.17.24,192.168.9.51,138,138
29-Jan,09:05:27,192.168.17.24,192.168.10.60,138,138
29-Jan,09:05:27,192.168.17.24,192.168.9.51,138,138
29-Jan,09:05:27,192.168.17.24,192.168.10.60,138,138
29-Jan,09:08:27,192.168.17.24,192.168.9.51,138,138
29-Jan,09:08:27,192.168.17.24,192.168.10.60,138,138
29-Jan,09:08:27,192.168.17.24,192.168.9.51,138,138
29-Jan,09:08:27,192.168.17.24,192.168.10.60,138,138
29-Jan,09:11:26,192.168.17.24,192.168.9.51,138,138
29-Jan,09:11:26,192.168.17.24,192.168.10.60,138,138
29-Jan,09:11:26,192.168.17.24,192.168.9.51,138,138
29-Jan,09:11:26,192.168.17.24,192.168.10.60,138,138
29-Jan,09:14:40,192.168.17.24,192.168.9.51,138,138
29-Jan,09:14:40,192.168.17.24,192.168.10.60,138,138
29-Jan,09:14:40,192.168.17.24,192.168.9.51,138,138
29-Jan,09:14:40,192.168.17.24,192.168.10.60,138,138
29-Jan,09:17:39,192.168.17.24,192.168.9.51,138,138
29-Jan,09:17:39,192.168.17.24,192.168.10.60,138,138
29-Jan,09:17:39,192.168.17.24,192.168.9.51,138,138
29-Jan,09:17:39,192.168.17.24,192.168.10.60,138,138
29-Jan,09:20:34,192.168.17.24,192.168.9.51,138,138
29-Jan,09:20:34,192.168.17.24,192.168.10.60,138,138
29-Jan,09:20:34,192.168.17.24,192.168.9.51,138,138
29-Jan,09:20:34,192.168.17.24,192.168.10.60,138,138
29-Jan,09:23:35,192.168.17.24,192.168.9.51,138,138
29-Jan,09:23:35,192.168.17.24,192.168.10.60,138,138
29-Jan,09:23:35,192.168.17.24,192.168.9.51,138,138
29-Jan,09:23:35,192.168.17.24,192.168.10.60,138,138
29-Jan,09:26:52,192.168.17.24,192.168.9.51,138,138
29-Jan,09:26:52,192.168.17.24,192.168.10.60,138,138
29-Jan,09:26:52,192.168.17.24,192.168.9.51,138,138
29-Jan,09:26:52,192.168.17.24,192.168.10.60,138,138
29-Jan,09:29:53,192.168.17.24,192.168.9.51,138,138
29-Jan,09:29:53,192.168.17.24,192.168.10.60,138,138
29-Jan,09:29:53,192.168.17.24,192.168.9.51,138,138
29-Jan,09:29:53,192.168.17.24,192.168.10.60,138,138
29-Jan,09:32:48,192.168.17.24,192.168.9.51,138,138
29-Jan,09:32:48,192.168.17.24,192.168.10.60,138,138
29-Jan,09:32:48,192.168.17.24,192.168.9.51,138,138
29-Jan,09:32:48,192.168.17.24,192.168.10.60,138,138
29-Jan,09:35:47,192.168.17.24,192.168.9.51,138,138
29-Jan,09:35:47,192.168.17.24,192.168.10.60,138,138
29-Jan,09:35:47,192.168.17.24,192.168.9.51,138,138
29-Jan,09:35:47,192.168.17.24,192.168.10.60,138,138
29-Jan,09:39:01,192.168.17.24,192.168.9.51,138,138
29-Jan,09:39:01,192.168.17.24,192.168.10.60,138,138
29-Jan,09:39:01,192.168.17.24,192.168.9.51,138,138
29-Jan,09:39:01,192.168.17.24,192.168.10.60,138,138
29-Jan,09:42:07,192.168.17.24,192.168.9.51,138,138
29-Jan,09:42:07,192.168.17.24,192.168.10.60,138,138
29-Jan,09:42:07,192.168.17.24,192.168.9.51,138,138
29-Jan,09:42:07,192.168.17.24,192.168.10.60,138,138
29-Jan,09:45:02,192.168.17.24,192.168.9.51,138,138
29-Jan,09:45:02,192.168.17.24,192.168.10.60,138,138
29-Jan,09:45:02,192.168.17.24,192.168.9.51,138,138
29-Jan,09:45:02,192.168.17.24,192.168.10.60,138,138
29-Jan,09:48:03,192.168.17.24,192.168.9.51,138,138
29-Jan,09:48:03,192.168.17.24,192.168.10.60,138,138
29-Jan,09:48:03,192.168.17.24,192.168.9.51,138,138
29-Jan,09:48:03,192.168.17.24,192.168.10.60,138,138
29-Jan,09:51:21,192.168.17.24,192.168.9.51,138,138
29-Jan,09:51:21,192.168.17.24,192.168.10.60,138,138
29-Jan,09:51:21,192.168.17.24,192.168.9.51,138,138
29-Jan,09:51:21,192.168.17.24,192.168.10.60,138,138
29-Jan,09:54:21,192.168.17.24,192.168.9.51,138,138
29-Jan,09:54:21,192.168.17.24,192.168.10.60,138,138
29-Jan,09:54:21,192.168.17.24,192.168.9.51,138,138
29-Jan,09:54:21,192.168.17.24,192.168.10.60,138,138
29-Jan,09:57:21,192.168.17.24,192.168.9.51,138,138
29-Jan,09:57:21,192.168.17.24,192.168.10.60,138,138
29-Jan,09:57:21,192.168.17.24,192.168.9.51,138,138
29-Jan,09:57:21,192.168.17.24,192.168.10.60,138,138
29-Jan,10:00:30,192.168.17.24,192.168.9.51,138,138
29-Jan,10:00:30,192.168.17.24,192.168.10.60,138,138
29-Jan,10:00:30,192.168.17.24,192.168.9.51,138,138
29-Jan,10:00:30,192.168.17.24,192.168.10.60,138,138
29-Jan,10:03:35,192.168.17.24,192.168.9.51,138,138
29-Jan,10:03:35,192.168.17.24,192.168.10.60,138,138
29-Jan,10:03:35,192.168.17.24,192.168.9.51,138,138
29-Jan,10:03:35,192.168.17.24,192.168.10.60,138,138
29-Jan,10:06:35,192.168.17.24,192.168.9.51,138,138
29-Jan,10:06:35,192.168.17.24,192.168.10.60,138,138
29-Jan,10:06:35,192.168.17.24,192.168.9.51,138,138
29-Jan,10:06:35,192.168.17.24,192.168.10.60,138,138
29-Jan,10:09:30,192.168.17.24,192.168.9.51,138,138
29-Jan,10:09:30,192.168.17.24,192.168.10.60,138,138
29-Jan,10:09:30,192.168.17.24,192.168.9.51,138,138
29-Jan,10:09:30,192.168.17.24,192.168.10.60,138,138
29-Jan,10:12:31,192.168.17.24,192.168.9.51,138,138
29-Jan,10:12:31,192.168.17.24,192.168.10.60,138,138
29-Jan,10:12:31,192.168.17.24,192.168.9.51,138,138
29-Jan,10:12:31,192.168.17.24,192.168.10.60,138,138
29-Jan,10:15:31,192.168.17.24,192.168.9.51,138,138
29-Jan,10:15:31,192.168.17.24,192.168.10.60,138,138
29-Jan,10:15:31,192.168.17.24,192.168.9.51,138,138
29-Jan,10:15:31,192.168.17.24,192.168.10.60,138,138
29-Jan,10:18:44,192.168.17.24,192.168.9.51,138,138
29-Jan,10:18:44,192.168.17.24,192.168.10.60,138,138
29-Jan,10:18:44,192.168.17.24,192.168.9.51,138,138
29-Jan,10:18:44,192.168.17.24,192.168.10.60,138,138
29-Jan,10:21:43,192.168.17.24,192.168.9.51,138,138
29-Jan,10:21:43,192.168.17.24,192.168.10.60,138,138
29-Jan,10:21:43,192.168.17.24,192.168.9.51,138,138
29-Jan,10:21:43,192.168.17.24,192.168.10.60,138,138
29-Jan,10:24:40,192.168.17.24,192.168.9.51,138,138
29-Jan,10:24:40,192.168.17.24,192.168.10.60,138,138
29-Jan,10:24:40,192.168.17.24,192.168.9.51,138,138
29-Jan,10:24:40,192.168.17.24,192.168.10.60,138,138
29-Jan,10:27:40,192.168.17.24,192.168.9.51,138,138
29-Jan,10:27:40,192.168.17.24,192.168.10.60,138,138
29-Jan,10:27:40,192.168.17.24,192.168.9.51,138,138
29-Jan,10:27:40,192.168.17.24,192.168.10.60,138,138
29-Jan,10:30:52,192.168.17.24,192.168.9.51,138,138
29-Jan,10:30:52,192.168.17.24,192.168.10.60,138,138
